Array Design Name	Agendia Mammaprint 1.9k custom microarray
Version	1
Provider	Ryan van Laar (ryan.vanlaar@agendia.com)
Comment[ArrayExpressAccession]	A-MEXP-318
Comment[Description]	Custom printed 1.9k oligonucleotide microarray manufactured by Agilent Technologies Inc.
Comment[SubmittedName]	Agendia Mammaprint 1.9k custom microarray
Comment[Organism]	Homo sapiens
Printing Protocol	Microarrays were prepared by Agilent technologies using their Agilent SurePrint Technology. Breifly, 60-mer oligonucleotides are synthesized base-by-base in repetitive print layers on a solid glass substrate, using standard phosphoramidite chemistry.
Technology Type	spotted_ss_oligo_features
Technology Type Term Accession Number	spotted_ss_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDOntology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version				

Block Column	Block Row	Column	Row	Reporter Name	Comment[AEReporterName]	Reporter Database Entry[embl]	Reporter Database Entry[unigene]	Reporter Group[role]	Control Type
1	1	42	20	AGEN000992	GNAZ	BC037333	Hs.555870	Experimental	
1	1	44	20	AGEN000994	NM_014474		Hs.123659	Experimental	
1	1	45	20	AGEN000995	Contig50410	BC054491	Hs.449415	Experimental	
1	1	47	20	AGEN000997	STX1A	BC064644	Hs.488683	Experimental	
1	1	48	20	AGEN000998	NM_004941	BC038223	Hs.463105	Experimental	
1	1	50	20	AGEN001000	Contig40128_RC	BX640796	Hs.445885	Experimental	
1	1	1	21	AGEN001001	NM_007204		Hs.485810	Experimental	
1	1	2	21	AGEN001002	NM_003322	U82468	Hs.485208	Experimental	
1	1	3	21	AGEN001003	ESR1		Hs.208124	Experimental	
1	1	4	21	AGEN001004	NM_016327	CR627429	Hs.474388	Experimental	
1	1	5	21	AGEN001005	CCNB2	AK023404	Hs.194698	Experimental	
1	1	6	21	AGEN001006	DKFZP434I114		Hs.72620	Experimental	
1	1	7	21	AGEN001007	SMC4L1		Hs.58992	Experimental	
1	1	8	21	AGEN001008	DKFZP761H171	AL137502	Hs.485938	Experimental	
1	1	9	21	AGEN001009	SERF1A	AF073519	Hs.32567	Experimental	
1	1	10	21	AGEN001010	FLJ10461	CR749279	Hs.528300	Experimental	
1	1	11	21	AGEN001011	NM_000678		Hs.557	Experimental	
1	1	12	21	AGEN001012	MMSDH		Hs.293970	Experimental	
1	1	13	21	AGEN001013	NM_000620		Hs.253420	Experimental	
1	1	14	21	AGEN001014	NM_016284		Hs.460923	Experimental	
1	1	15	21	AGEN001015	PEX12		Hs.270532	Experimental	
1	1	16	21	AGEN001016	NM_001281		Hs.31053	Experimental	
1	1	18	21	AGEN001018	NM_000564		Hs.68876	Experimental	
1	1	19	21	AGEN001019	NM_016451		Hs.339278	Experimental	
1	1	20	21	AGEN001020	GCN1L1		Hs.298716	Experimental	
1	1	21	21	AGEN001021	FLJ10549		Hs.293970	Experimental	
1	1	22	21	AGEN001022	NM_005171	CR624071	Hs.435267	Experimental	
1	1	23	21	AGEN001023	NM_004687		Hs.514373	Experimental	
1	1	24	21	AGEN001024	ADM	CR603703	Hs.441047	Experimental	
1	1	25	21	AGEN001025	AA555029_RC	AK123080	Hs.370457	Experimental	
1	1	26	21	AGEN001026	NM_006590	AK057698	Hs.469173	Experimental	
1	1	27	21	AGEN001027	NM_006249		Hs.73031	Experimental	
1	1	28	21	AGEN001028	FLJ12150	AK127941	Hs.118983	Experimental	
1	1	29	21	AGEN001029	ERP70		Hs.93659	Experimental	
1	1	30	21	AGEN001030	NM_003420		Hs.288658	Experimental	
1	1	31	21	AGEN001031	NM_014341	BC040659	Hs.485262	Experimental	
1	1	32	21	AGEN001032	Contig13480_RC		Hs.19114	Experimental	
1	1	33	21	AGEN001033	NM_002218	CR749404	Hs.518000	Experimental	
1	1	34	21	AGEN001034	NM_005969		Hs.501684	Experimental	
1	1	35	21	AGEN001035	NM_018317	AK001944	Hs.479403	Experimental	
1	1	36	21	AGEN001036	Contig24252_RC	AL832643	Hs.528605	Experimental	
1	1	37	21	AGEN001037	BBC3	AF332558	Hs.467020	Experimental	
1	1	38	21	AGEN001038	FLJ12443	AK090444	Hs.368853	Experimental	
1	1	39	21	AGEN001039	NM_006938	CR613811	Hs.464734	Experimental	
1	1	40	21	AGEN001040	NM_001375		Hs.118243	Experimental	
1	1	41	21	AGEN001041	CCNE2		Hs.408658	Experimental	
1	1	42	21	AGEN001042	HEC		Hs.414407	Experimental	
1	1	43	21	AGEN001043	NM_021232	AK130040	Hs.515366	Experimental	
1	1	44	21	AGEN001044	ASNS		Hs.489207	Experimental	
1	1	45	21	AGEN001045	NM_000915		Hs.113216	Experimental	
1	1	46	21	AGEN001046	NM_012434		Hs.485760	Experimental	
1	1	47	21	AGEN001047	SM-20	AF229245	Hs.444450	Experimental	
1	1	48	21	AGEN001048	NM_018610	AL831972	Hs.406703	Experimental	
1	1	49	21	AGEN001049	NM_003921	AF082283	Hs.193516	Experimental	
1	1	50	21	AGEN001050	NM_000511		Hs.443160	Experimental	
1	1	1	22	AGEN001051	FLJ11354		Hs.523468	Experimental	
1	1	2	22	AGEN001052	FLJ20354	BC065304	Hs.445098	Experimental	
1	1	3	22	AGEN001053	RNB6	AL133642	Hs.125867	Experimental	
1	1	4	22	AGEN001054	RRM2	AK123010	Hs.226390	Experimental	
1	1	5	22	AGEN001055	NM_002807	BC094720	Hs.3887	Experimental	
1	1	6	22	AGEN001056	HRB		Hs.352962	Experimental	
1	1	7	22	AGEN001057	NM_002044		Hs.117532	Experimental	
1	1	8	22	AGEN001058	RBP3		Hs.114762	Experimental	
1	1	9	22	AGEN001059	Contig24252_RC	AL832643	Hs.528605	Experimental	
1	1	10	22	AGEN001060	NM_007254	BC013034	Hs.78016	Experimental	
1	1	11	22	AGEN001061	NM_002802	AK124201	Hs.356654	Experimental	
1	1	12	22	AGEN001062	RPS4X	CR623958	Hs.446628	Experimental	
1	1	13	22	AGEN001063	TMEFF1		Hs.336224	Experimental	
1	1	14	22	AGEN001064	NM_014275	AK023137	Hs.437277	Experimental	
1	1	15	22	AGEN001065	NM_016305	BQ278408	Hs.534454	Experimental	
1	1	16	22	AGEN001066	Contig8581_RC	CR749832	Hs.370834	Experimental	
1	1	17	22	AGEN001067	Contig53226_RC	AF414126	Hs.302754	Experimental	
1	1	18	22	AGEN001068	Contig43747_RC	AK054942	Hs.488173	Experimental	
1	1	19	22	AGEN001069	NM_015607	AK095230	Hs.371788	Experimental	
1	1	20	22	AGEN001070	NM_005381		Hs.79110	Experimental	
1	1	21	22	AGEN001071	MIR	AL833316	Hs.499489	Experimental	
1	1	22	22	AGEN001072	RPS4X	CR623958	Hs.446628	Experimental	
1	1	23	22	AGEN001073	FLJ10901	AK001763	Hs.518997	Experimental	
1	1	24	22	AGEN001074	NM_018067	AB033013	Hs.356096	Experimental	
1	1	26	22	AGEN001076	NM_016464	AL832879	Hs.406530	Experimental	
1	1	27	22	AGEN001077	KIF3B		Hs.369670	Experimental	
1	1	28	22	AGEN001078	NM_002602		Hs.1857	Experimental	
1	1	29	22	AGEN001079	Contig24252_RC	AL832643	Hs.528605	Experimental	
1	1	30	22	AGEN001080	NS1-BP		Hs.497183	Experimental	
1	1	31	22	AGEN001081	NM_014498		Hs.143600	Experimental	
1	1	32	22	AGEN001082	MAPRE2	BC007318	Hs.532824	Experimental	
1	1	33	22	AGEN001083	NM_018316	BC026319	Hs.250632	Experimental	
1	1	34	22	AGEN001084	NM_021176	CR627438	Hs.283963	Experimental	
1	1	35	22	AGEN001085	PRC1		Hs.366401	Experimental	
1	1	36	22	AGEN001086	CTPS	BC009408	Hs.473087	Experimental	
1	1	37	22	AGEN001087	Contig33814_RC		Hs.497183	Experimental	
1	1	38	22	AGEN001088	NM_018113	AB033000	Hs.272838	Experimental	
1	1	39	22	AGEN001089	Contig57864_RC	BC005856	Hs.36761	Experimental	
1	1	40	22	AGEN001090	QDPR	AK124952	Hs.75438	Experimental	
1	1	41	22	AGEN001091	NM_014044	BC039078	Hs.13370	Experimental	
1	1	42	22	AGEN001092	NM_013289	BC028206	Hs.278457	Experimental	
1	1	43	22	AGEN001093	NM_018081	AK056669	Hs.437460	Experimental	
1	1	44	22	AGEN001094	NM_006362	AB209915	Hs.523739	Experimental	
1	1	45	22	AGEN001095	NM_006663	AY869712	Hs.466937	Experimental	
1	1	46	22	AGEN001096	NM_019071		Hs.489811	Experimental	
1	1	47	22	AGEN001097	NM_013444	AF189009	Hs.522668	Experimental	
1	1	48	22	AGEN001098	Contig44799_RC		Hs.489353	Experimental	
1	1	49	22	AGEN001099	HEC		Hs.414407	Experimental	
1	1	50	22	AGEN001100	NM_020131	BC063841	Hs.283739	Experimental	
1	1	1	23	AGEN001101	NM_012278	BM808220	Hs.109999	Experimental	
1	1	3	23	AGEN001103	NM_013365	AK122898	Hs.499158	Experimental	
1	1	5	23	AGEN001105	Contig55313_RC		Hs.184339	Experimental	
1	1	6	23	AGEN001106	FBXO5	AK055221	Hs.520506	Experimental	
1	1	8	23	AGEN001108	PCTK1	AB209465	Hs.496068	Experimental	
1	1	9	23	AGEN001109	CA9	BC014950	Hs.63287	Experimental	
1	1	10	23	AGEN001110	Contig46653_RC	CR590914	Hs.404323	Experimental	
1	1	11	23	AGEN001111	NM_015669		Hs.119693	Experimental	
1	1	12	23	AGEN001112	LOC57110	BC005856	Hs.36761	Experimental	
1	1	13	23	AGEN001113	NM_003461		Hs.490415	Experimental	
1	1	14	23	AGEN001114	Contig57595	CR749279	Hs.528300	Experimental	
1	1	15	23	AGEN001115	NM_001883	U34587	Hs.546246	Experimental	
1	1	16	23	AGEN001116	NM_003347	AK125396	Hs.108104	Experimental	
1	1	17	23	AGEN001117	NMU	BE735948	Hs.418367	Experimental	
1	1	18	23	AGEN001118	NM_015322	AL833264	Hs.362733	Experimental	
1	1	19	23	AGEN001119	NM_003317		Hs.94367	Experimental	
1	1	20	23	AGEN001120	NM_001923	BC050530	Hs.290758	Experimental	
1	1	21	23	AGEN001121	NM_016157	AB029037	Hs.434971	Experimental	
1	1	22	23	AGEN001122	NM_006570		Hs.432330	Experimental	
1	1	23	23	AGEN001123	CFFM4		Hs.250822	Experimental	
1	1	24	23	AGEN001124	CCNE2		Hs.408658	Experimental	
1	1	25	23	AGEN001125	NM_005023		Hs.559888	Experimental	
1	1	26	23	AGEN001126	NM_020482		Hs.283689	Experimental	
1	1	27	23	AGEN001127	NM_018654	BC069341	Hs.127718	Experimental	
1	1	28	23	AGEN001128	NM_014671	AK127280	Hs.118351	Experimental	
1	1	29	23	AGEN001129	NM_000889		Hs.1741	Experimental	
1	1	30	23	AGEN001130	FLJ23468		Hs.22920	Experimental	
1	1	31	23	AGEN001131	NM_002365		Hs.113290	Experimental	
1	1	32	23	AGEN001132	NM_016465	BX648752	Hs.414418	Experimental	
1	1	33	23	AGEN001133	EXT1	BX538229	Hs.492618	Experimental	
1	1	34	23	AGEN001134	NM_004718	AK130281	Hs.339639	Experimental	
1	1	35	23	AGEN001135	BBC3	AF332558	Hs.467020	Experimental	
1	1	36	23	AGEN001136	NM_005095		Hs.269211	Experimental	
1	1	37	23	AGEN001137	LCHN	AB032973	Hs.521240	Experimental	
1	1	38	23	AGEN001138	NM_013292	BF575830	Hs.50889	Experimental	
1	1	39	23	AGEN001139	NM_012460	BG719789	Hs.440525	Experimental	
1	1	40	23	AGEN001140	NM_005481	AF106934	Hs.365207	Experimental	
1	1	41	23	AGEN001141	FLJ10156	CR590914	Hs.404323	Experimental	
1	1	42	23	AGEN001142	NM_004604	CR590461	Hs.83734	Experimental	
1	1	43	23	AGEN001143	PTDSS1	BC004192	Hs.292579	Experimental	
1	1	44	23	AGEN001144	Contig51519_RC	BX537997	Hs.511797	Experimental	
1	1	45	23	AGEN001145	Contig40831_RC	AK023844	Hs.161160	Experimental	
1	1	46	23	AGEN001146	KIAA0008		Hs.129895	Experimental	
1	1	47	23	AGEN001147	NM_007374	CR598634	Hs.194756	Experimental	
1	1	48	23	AGEN001148	HSA250839	AY358353	Hs.133062	Experimental	
1	1	49	23	AGEN001149	NM_006012	BQ876313	Hs.515092	Experimental	
1	1	50	23	AGEN001150	Contig1778_RC	AK092215	Hs.507978	Experimental	
1	1	1	24	AGEN001151	NM_001704	AB011122	Hs.13261	Experimental	
1	1	2	24	AGEN001152	KIAA1442		Hs.471955	Experimental	
1	1	3	24	AGEN001153	BBC3	AF332558	Hs.467020	Experimental	
1	1	4	24	AGEN001154	NM_004157	BC002763	Hs.517841	Experimental	
1	1	5	24	AGEN001155	ESR1		Hs.208124	Experimental	
1	1	6	24	AGEN001156	NM_018273	AK098020	Hs.351335	Experimental	
1	1	7	24	AGEN001157	AL133603	BX647627	Hs.287830	Experimental	
1	1	8	24	AGEN001158	L27560		Hs.369982	Experimental	
1	1	9	24	AGEN001159	NM_006869	AF082324	Hs.135183	Experimental	
1	1	10	24	AGEN001160	GMPS		Hs.546324	Experimental	
1	1	11	24	AGEN001161	FLJ23468		Hs.22920	Experimental	
1	1	12	24	AGEN001162	GGH	CD359152	Hs.78619	Experimental	
1	1	13	24	AGEN001163	NM_000857	BC047620	Hs.77890	Experimental	
1	1	14	24	AGEN001164	AL080110	BC047510	Hs.558657	Experimental	
1	1	15	24	AGEN001165	NM_017925	CR627367	Hs.249591	Experimental	
1	1	16	24	AGEN001166	PRC1		Hs.366401	Experimental	
1	1	17	24	AGEN001167	NM_004868	BC034484	Hs.515642	Experimental	
1	1	18	24	AGEN001168	BTG2		Hs.519162	Experimental	
1	1	19	24	AGEN001169	NM_004966	AK001364	Hs.808	Experimental	
1	1	20	24	AGEN001170	AL137514	BX537544	Hs.476221	Experimental	
1	1	21	24	AGEN001171	NM_016239		Hs.462390	Experimental	
1	1	22	24	AGEN001172	NM_013449		Hs.314263	Experimental	
1	1	23	24	AGEN001173	ACADS	BC025963	Hs.507076	Experimental	
1	1	24	24	AGEN001174	ALDH4	AY358353	Hs.133062	Experimental	
1	1	25	24	AGEN001175	PIB5PA	AK092859	Hs.517549	Experimental	
1	1	26	24	AGEN001176	NM_006992	BC029858	Hs.155586	Experimental	
1	1	27	24	AGEN001177	NM_005188		Hs.504096	Experimental	
1	1	28	24	AGEN001178	LCHN	AB032973	Hs.521240	Experimental	
1	1	29	24	AGEN001179	RNB6	AL133642	Hs.125867	Experimental	
1	1	30	24	AGEN001180	AL080110	BC047510	Hs.558657	Experimental	
1	1	31	24	AGEN001181	NM_005373		Hs.82906	Experimental	
1	1	32	24	AGEN001182	NM_005452	AF447870	Hs.520063	Experimental	
1	1	33	24	AGEN001183	CTSL2	BC067289	Hs.87417	Experimental	
1	1	34	24	AGEN001184	NM_020689	AL833544	Hs.211252	Experimental	
1	1	35	24	AGEN001185	NM_004810	CR604186	Hs.517499	Experimental	
1	1	36	24	AGEN001186	BUB1	AF053305	Hs.469649	Experimental	
1	1	37	24	AGEN001187	NM_007223	BC067106	Hs.37196	Experimental	
1	1	38	24	AGEN001188	Contig25343_RC		Hs.299878	Experimental	
1	1	39	24	AGEN001189	NM_000032	BC030230	Hs.522666	Experimental	
1	1	40	24	AGEN001190	NM_003976	AF120274	Hs.194689	Experimental	
1	1	41	24	AGEN001191	NM_000253	X91148	Hs.195799	Experimental	
1	1	42	24	AGEN001192	NM_003446	U28687	Hs.89897	Experimental	
1	1	43	24	AGEN001193	NM_004238		Hs.368985	Experimental	
1	1	44	24	AGEN001194	NM_020394	CR597038	Hs.161840	Experimental	
1	1	45	24	AGEN001195	NM_004706	BC064996	Hs.278186	Experimental	
1	1	46	24	AGEN001196	NM_005286		Hs.248118	Experimental	
1	1	47	24	AGEN001197	Contig53646_RC		Hs.558995	Experimental	
1	1	48	24	AGEN001198	Contig37063_RC		Hs.250822	Experimental	
1	1	49	24	AGEN001199	NM_001296	BC008816	Hs.24286	Experimental	
1	1	50	24	AGEN001200	FLJ10134	BX648832	Hs.126598	Experimental	
1	1	1	25	AGEN001201	STK3	AK131363	Hs.492333	Experimental	
1	1	2	25	AGEN001202	L13	AK025141	Hs.293077	Experimental	
1	1	3	25	AGEN001203	Contig25055_RC	AK123239	Hs.333823	Experimental	
1	1	4	25	AGEN001204	NM_020249		Hs.476604	Experimental	
1	1	5	25	AGEN001205	NM_004429		Hs.144700	Experimental	
1	1	6	25	AGEN001206	NM_017624	BX647379	Hs.308233	Experimental	
1	1	7	25	AGEN001207	NM_014801	AK074078	Hs.370605	Experimental	
1	1	8	25	AGEN001208	NM_016501	AK128455	Hs.456557	Experimental	
1	1	9	25	AGEN001209	NM_018035	AK123631	Hs.351099	Experimental	
1	1	10	25	AGEN001210	NM_000185		Hs.474270	Experimental	
1	1	11	25	AGEN001211	PACE4		Hs.269542	Experimental	
1	1	12	25	AGEN001212	MAD2L1	BQ215664	Hs.28312	Experimental	
1	1	13	25	AGEN001213	Contig49670_RC		Hs.269542	Experimental	
1	1	14	25	AGEN001214	Contig55725_RC	AL834186	Hs.470654	Experimental	
1	1	15	25	AGEN001215	RFC4		Hs.518475	Experimental	
1	1	16	25	AGEN001216	Contig28552_RC	BC034952	Hs.508141	Experimental	
1	1	17	25	AGEN001217	TRIP13		Hs.436187	Experimental	
1	1	18	25	AGEN001218	NM_018011	CR936748	Hs.508644	Experimental	
1	1	19	25	AGEN001219	EZH2	AK023816	Hs.444082	Experimental	
1	1	20	25	AGEN001220	NM_001454	BC046460	Hs.370041	Experimental	
1	1	21	25	AGEN001221	NM_006660	AL136922	Hs.113823	Experimental	
1	1	22	25	AGEN001222	ACADS	BC025963	Hs.507076	Experimental	
1	1	23	25	AGEN001223	L2DTL	BX640796	Hs.445885	Experimental	
1	1	24	25	AGEN001224	NM_004489		Hs.438219	Experimental	
1	1	25	25	AGEN001225	DKFZP434I114		Hs.72620	Experimental	
1	1	26	25	AGEN001226	AL137718	BC034952	Hs.508141	Experimental	
1	1	27	25	AGEN001227	FLJ20354	BC065304	Hs.445098	Experimental	
1	1	28	25	AGEN001228	SEC14L2	AB033012	Hs.335614	Experimental	
1	1	29	25	AGEN001229	MP1	AK126153	Hs.26010	Experimental	
1	1	30	25	AGEN001230	NM_007037		Hs.271605	Experimental	
1	1	31	25	AGEN001231	CTPS	BC009408	Hs.473087	Experimental	
1	1	32	25	AGEN001232	NM_012409		Hs.406696	Experimental	
1	1	34	25	AGEN001234	NM_006445	BC064370	Hs.181368	Experimental	
1	1	35	25	AGEN001235	NM_005477	AJ132429	Hs.160264	Experimental	
1	1	36	25	AGEN001236	NM_005858		Hs.199029	Experimental	
1	1	37	25	AGEN001237	PFKP	AK126153	Hs.26010	Experimental	
1	1	38	25	AGEN001238	KIAA1181	CR749461	Hs.509163	Experimental	
1	1	39	25	AGEN001239	NM_006196	CR624156	Hs.2853	Experimental	
1	1	40	25	AGEN001240	NM_014424	AL832181	Hs.502612	Experimental	
1	1	41	25	AGEN001241	ECT2	AY376439	Hs.518299	Experimental	
1	1	42	25	AGEN001242	NM_000119		Hs.368642	Experimental	
1	1	43	25	AGEN001243	SMC4L1		Hs.58992	Experimental	
1	1	44	25	AGEN001244	NM_014139		Hs.186877	Experimental	
1	1	45	25	AGEN001245	NM_006093		Hs.251386	Experimental	
1	1	46	25	AGEN001246	OXCT		Hs.278277	Experimental	
1	1	47	25	AGEN001247	NM_021018	CF272040	Hs.247814	Experimental	
1	1	48	25	AGEN001248	Contig33814_RC		Hs.497183	Experimental	
1	1	49	25	AGEN001249	NM_000542		Hs.512690	Experimental	
1	1	50	25	AGEN001250	DKFZP564D0462		Hs.318894	Experimental	
1	1	1	26	AGEN001251	KIAA0042		Hs.318894	Experimental	
1	1	2	26	AGEN001252	NM_003048		Hs.250083	Experimental	
1	1	3	26	AGEN001253	FLJ21924	AK126023	Hs.369368	Experimental	
1	1	4	26	AGEN001254	NM_001234		Hs.98303	Experimental	
1	1	5	26	AGEN001255	NM_003476		Hs.83577	Experimental	
1	1	6	26	AGEN001256	NM_018029	BC051316	Hs.534462	Experimental	
1	1	7	26	AGEN001257	KIAA1442		Hs.471955	Experimental	
1	1	8	26	AGEN001258	NM_018356	BC032845	Hs.519246	Experimental	
1	1	9	26	AGEN001259	NS1-BP		Hs.497183	Experimental	
1	1	11	26	AGEN001261	NM_003562	BC016473	Hs.184877	Experimental	
1	1	13	26	AGEN001263	NM_005379		Hs.5394	Experimental	
1	1	14	26	AGEN001264	NM_019055	AK074163	Hs.524121	Experimental	
1	1	15	26	AGEN001265	NM_014466	BC022005	Hs.127111	Experimental	
1	1	16	26	AGEN001266	NM_005199	AK125362	Hs.248101	Experimental	
1	1	17	26	AGEN001267	NM_002005	BC035357	Hs.7636	Experimental	
1	1	18	26	AGEN001268	NM_002967	CR749251	Hs.23978	Experimental	
1	1	19	26	AGEN001269	NM_001868	AK124421	Hs.2879	Experimental	
1	1	20	26	AGEN001270	AF257175	AB209917	Hs.15250	Experimental	
1	1	21	26	AGEN001271	Contig63649_RC		Hs.72620	Experimental	
1	1	22	26	AGEN001272	NM_000823	AF282259	Hs.767	Experimental	
1	1	23	26	AGEN001273	NDRG1	AK124709	Hs.372914	Experimental	
1	1	24	26	AGEN001274	Contig53646_RC		Hs.558995	Experimental	
1	1	25	26	AGEN001275	NM_017590		Hs.474970	Experimental	
1	1	26	26	AGEN001276	KIAA1442		Hs.471955	Experimental	
1	1	27	26	AGEN001277	NM_001805	CR594219	Hs.558308	Experimental	
1	1	28	26	AGEN001278	AL050021		Hs.14846	Experimental	
1	1	29	26	AGEN001279	NM_015340	BC025989	Hs.526975	Experimental	
1	1	30	26	AGEN001280	LCHN	AB032973	Hs.521240	Experimental	
1	1	31	26	AGEN001281	NM_003016		Hs.73965	Experimental	
1	1	32	26	AGEN001282	PCTK1	AB209465	Hs.496068	Experimental	
1	1	33	26	AGEN001283	NM_000229	AK126271	Hs.387239	Experimental	
1	1	34	26	AGEN001284	PSMD7	BG121813	Hs.440604	Experimental	
1	1	35	26	AGEN001285	AL080059		Hs.173094	Experimental	
1	1	36	26	AGEN001286	NM_002779		Hs.154658	Experimental	
1	1	37	26	AGEN001287	NM_005285		Hs.248117	Experimental	
1	1	38	26	AGEN001288	NM_018572		Hs.269408	Experimental	
1	1	39	26	AGEN001289	NM_002032	BM928792	Hs.558804	Experimental	
1	1	40	26	AGEN001290	Contig60864_RC		Hs.530735	Experimental	
1	1	42	26	AGEN001292	NM_006678	BM921986	Hs.2605	Experimental	
1	1	43	26	AGEN001293	NM_018023	AB033023	Hs.478459	Experimental	
1	1	44	26	AGEN001294	AP2B1		Hs.514819	Experimental	
1	1	45	26	AGEN001295	MGAT4A	AK128366	Hs.177576	Experimental	
1	1	46	26	AGEN001296	NM_000174	BI767815	Hs.1144	Experimental	
1	1	47	26	AGEN001297	GSTM3		Hs.2006	Experimental	
1	1	48	26	AGEN001298	NM_001292	CR933693	Hs.511790	Experimental	
1	1	49	26	AGEN001299	NM_006105	U78169	Hs.8578	Experimental	
1	1	50	26	AGEN001300	NM_007242	AF136175	Hs.221761	Experimental	
1	1	1	27	AGEN001301	NM_002429	U38320	Hs.154057	Experimental	
1	1	2	27	AGEN001302	NM_018038	AK022270	Hs.274274	Experimental	
1	1	4	27	AGEN001304	NM_012418		Hs.118555	Experimental	
1	1	5	27	AGEN001305	NM_000015	BC067218	Hs.2	Experimental	
1	1	7	27	AGEN001307	Contig40831_RC	AK023844	Hs.161160	Experimental	
1	1	8	27	AGEN001308	QDPR	AK124952	Hs.75438	Experimental	
1	1	9	27	AGEN001309	NM_005850	AK097315	Hs.516160	Experimental	
1	1	10	27	AGEN001310	MAD2L1	BQ215664	Hs.28312	Experimental	
1	1	11	27	AGEN001311	AD024	BC022255	Hs.421956	Experimental	
1	1	12	27	AGEN001312	NM_004656		Hs.106674	Experimental	
1	1	13	27	AGEN001313	Contig20217_RC	BC045625	Hs.120817	Experimental	
1	1	14	27	AGEN001314	EXT1	BX538229	Hs.492618	Experimental	
1	1	15	27	AGEN001315	BUB1	AF053305	Hs.469649	Experimental	
1	1	16	27	AGEN001316	NM_001291	AK091036	Hs.73986	Experimental	
1	1	17	27	AGEN001317	NM_012244	Y18483	Hs.22891	Experimental	
1	1	19	27	AGEN001319	NM_002140		Hs.522257	Experimental	
1	1	20	27	AGEN001320	Contig28552_RC	BC034952	Hs.508141	Experimental	
1	1	21	27	AGEN001321	NM_013359		Hs.274445	Experimental	
1	1	22	27	AGEN001322	Contig42421_RC		Hs.278277	Experimental	
1	1	23	27	AGEN001323	FLJ20354	BC065304	Hs.445098	Experimental	
1	1	24	27	AGEN001324	NM_014706	CR933631	Hs.506663	Experimental	
1	1	25	27	AGEN001325	Contig13480_RC		Hs.19114	Experimental	
1	1	26	27	AGEN001326	Contig53226_RC	AF414126	Hs.302754	Experimental	
1	1	27	27	AGEN001327	NM_000452		Hs.194783	Experimental	
1	1	28	27	AGEN001328	NM_021098		Hs.459642	Experimental	
1	1	29	27	AGEN001329	AF155117	AF450487	Hs.374201	Experimental	
1	1	30	27	AGEN001330	R70506_RC		Hs.530735	Experimental	
1	1	31	27	AGEN001331	NM_006789	BC047767	Hs.555915	Experimental	
1	1	33	27	AGEN001333	NM_006559	BC010132	Hs.445893	Experimental	
1	1	34	27	AGEN001334	NM_000718		Hs.495522	Experimental	
1	1	35	27	AGEN001335	NM_014761	BC103745	Hs.232194	Experimental	
1	1	36	27	AGEN001336	BM039	AK023669	Hs.283532	Experimental	
1	1	37	27	AGEN001337	NM_020905	AK023625	Hs.288880	Experimental	
1	1	38	27	AGEN001338	UCH37	AK123655	Hs.145469	Experimental	
1	1	39	27	AGEN001339	NM_001817		Hs.12	Experimental	
1	1	41	27	AGEN001341	FBP1	AK223395	Hs.494496	Experimental	
1	1	42	27	AGEN001342	Contig45816_RC		Hs.88523	Experimental	
1	1	43	27	AGEN001343	NM_017803	AK092884	Hs.534460	Experimental	
1	1	45	27	AGEN001345	NM_016630	AL137312	Hs.242458	Experimental	
1	1	46	27	AGEN001346	NM_014046	AK126124	Hs.274417	Experimental	
1	1	47	27	AGEN001347	NM_013344	AF159055		Experimental	
1	1	48	27	AGEN001348	NM_003833	AK074593	Hs.278489	Experimental	
1	1	49	27	AGEN001349	PRO2000		Hs.299878	Experimental	
1	1	50	27	AGEN001350	NM_018263	BX648218	Hs.119815	Experimental	
1	1	2	28	AGEN001352	KIAA1181	CR749461	Hs.509163	Experimental	
1	1	3	28	AGEN001353	ESM1		Hs.129944	Experimental	
1	1	5	28	AGEN001355	NM_017907	BF983376	Hs.530753	Experimental	
1	1	6	28	AGEN001356	MCM6		Hs.444118	Experimental	
1	1	8	28	AGEN001358	LOC56901	AK094275	Hs.221447	Experimental	
1	1	9	28	AGEN001359	KIAA0882	AB020689	Hs.480819	Experimental	
1	1	11	28	AGEN001361	FBP1	AK223395	Hs.494496	Experimental	
1	1	12	28	AGEN001362	NM_000513		Hs.247787	Experimental	
1	1	14	28	AGEN001364	CDC25B		Hs.153752	Experimental	
1	1	15	28	AGEN001365	NM_015848		Hs.512601	Experimental	
1	1	17	28	AGEN001367	NM_005626	AB209856	Hs.469970	Experimental	
1	1	18	28	AGEN001368	NM_002696	BM919120	Hs.14839	Experimental	
1	1	20	28	AGEN001370	FLJ12443	AK090444	Hs.368853	Experimental	
1	1	21	28	AGEN001371	NM_014952	AB023162	Hs.22109	Experimental	
1	1	23	28	AGEN001373	NM_004767	BC050334	Hs.132049	Experimental	
1	1	24	28	AGEN001374	NM_007169	BC007572	Hs.287717	Experimental	
